sequence,next
"[3243, 3436, 1463, 1640, 215]",1175
"[3436, 1463, 1640, 215, 1175]",1443
"[1322, 2446, 1560, 1523, 1671]",2033
"[315, 1501, 2885, 3337, 78]",7
"[1501, 748, 748, 296, 890]",3346
"[748, 748, 296, 890, 3346]",1824
"[748, 296, 890, 3346, 1824]",633
"[296, 890, 3346, 1824, 633]",1623
"[890, 3346, 1824, 633, 1623]",3101
"[3346, 1824, 633, 1623, 3101]",1162
"[1824, 633, 1623, 3101, 1162]",15
"[633, 1623, 3101, 1162, 15]",2175
"[1623, 3101, 1162, 15, 2175]",2175
"[46, 1107, 610, 610, 3832]",42
"[1107, 610, 610, 3832, 42]",792
"[610, 610, 3832, 42, 792]",2175
"[610, 3832, 42, 792, 2175]",145
"[103, 103, 203, 244, 1302]",2784
"[103, 203, 244, 1302, 2784]",346
"[203, 244, 1302, 2784, 346]",1054
"[244, 1302, 2784, 346, 1054]",1131
"[1302, 2784, 346, 1054, 1131]",2235
"[190, 1581, 823, 1731, 755]",1659
"[929, 2954, 3289, 3676, 524]",2392
"[2922, 1628, 671, 3361, 1834]",2570
"[1628, 671, 3361, 1834, 2570]",2914
"[671, 3361, 1834, 2570, 2914]",1152
"[3361, 1834, 2570, 2914, 1152]",672
"[1834, 2570, 2914, 1152, 672]",2662
"[1422, 2960, 1916, 1412, 1426]",1460
"[2960, 1916, 1412, 1426, 1460]",20
"[1916, 1412, 1426, 1460, 20]",1007
"[133, 25, 1500, 66, 1980]",323
"[230, 1330, 235, 20, 1012]",1012
"[1628, 3337, 25, 25, 1080]",126
"[1079, 2744, 1131, 2850, 3010]",1175
"[2309, 3497, 3497, 12, 2033]",619
"[1930, 25, 3895, 1864, 2784]",2784
"[25, 3895, 1864, 2784, 2784]",2698
"[3895, 1864, 2784, 2784, 2698]",1876
"[1864, 2784, 2784, 2698, 1876]",3117
"[2784, 2784, 2698, 1876, 3117]",1120
"[2168, 2825, 1396, 202, 3009]",1277
"[2825, 1396, 202, 3009, 1277]",82
"[1396, 202, 3009, 1277, 82]",1660
"[202, 3009, 1277, 82, 1660]",748
"[3009, 1277, 82, 1660, 748]",2386
"[1277, 82, 1660, 748, 2386]",1778
"[82, 1660, 748, 2386, 1778]",1298
"[1660, 748, 2386, 1778, 1298]",1589
"[748, 2386, 1778, 1298, 1589]",1769
"[2386, 1778, 1298, 1589, 1769]",1213
"[1778, 1298, 1589, 1769, 1213]",30
"[1298, 1589, 1769, 1213, 30]",969
"[1589, 1769, 1213, 30, 969]",1759
"[1769, 1213, 30, 969, 1759]",74
"[1213, 30, 969, 1759, 74]",180
"[30, 969, 1759, 74, 180]",2243
"[969, 1759, 74, 180, 2243]",2906
"[1759, 74, 180, 2243, 2906]",693
"[74, 180, 2243, 2906, 693]",2190
"[180, 2243, 2906, 693, 2190]",2752
"[2243, 2906, 693, 2190, 2752]",2741
"[2906, 693, 2190, 2752, 2741]",35
"[693, 2190, 2752, 2741, 35]",575
"[2190, 2752, 2741, 35, 575]",2300
"[2752, 2741, 35, 575, 2300]",2959
"[2741, 35, 575, 2300, 2959]",2373
"[35, 575, 2300, 2959, 2373]",774
"[575, 2300, 2959, 2373, 774]",2321
"[2300, 2959, 2373, 774, 2321]",33
"[2959, 2373, 774, 2321, 33]",1796
"[3718, 3757, 3757, 3757, 2285]",2285
"[748, 1789, 1789, 790, 2131]",12
"[1789, 1789, 790, 2131, 12]",1144
"[1789, 790, 2131, 12, 1144]",1478
"[790, 2131, 12, 1144, 1478]",1478
"[2131, 12, 1144, 1478, 1478]",3657
"[3431, 2366, 1326, 587, 1199]",3648
"[977, 1582, 3337, 3337, 1445]",3757
"[1582, 3337, 3337, 1445, 3757]",2980
"[2568, 2784, 2784, 2016, 1108]",1108
"[502, 804, 2182, 790, 2292]",1366
"[2210, 2587, 2587, 2309, 1604]",1120
"[890, 890, 3459, 3057, 2784]",2784
"[890, 3459, 3057, 2784, 2784]",42
"[3459, 3057, 2784, 2784, 42]",66
"[3057, 2784, 2784, 42, 66]",21
"[2015, 892, 892, 1789, 2784]",2784
"[892, 892, 1789, 2784, 2784]",509
"[34, 2150, 2002, 3441, 1478]",539
"[733, 1069, 985, 596, 790]",223
"[1069, 985, 596, 790, 223]",1162
"[985, 596, 790, 223, 1162]",1156
"[46, 1340, 1582, 748, 961]",291
"[1340, 1582, 748, 961, 291]",1824
"[1582, 748, 961, 291, 1824]",1875
"[748, 961, 291, 1824, 1875]",30
"[961, 291, 1824, 1875, 30]",587
"[291, 1824, 1875, 30, 587]",724
"[1824, 1875, 30, 587, 724]",105
"[1875, 30, 587, 724, 105]",12
"[30, 587, 724, 105, 12]",4
"[587, 724, 105, 12, 4]",49
"[724, 105, 12, 4, 49]",364
"[105, 12, 4, 49, 364]",364
"[12, 4, 49, 364, 364]",3481
"[4, 49, 364, 364, 3481]",978
"[49, 364, 364, 3481, 978]",21
"[364, 364, 3481, 978, 21]",21
"[364, 3481, 978, 21, 21]",1459
"[70, 602, 4, 2777, 891]",1108
"[9, 950, 54, 13, 252]",364
"[1966, 219, 518, 2872, 1489]",1489
"[219, 518, 2872, 1489, 1489]",1709
"[518, 2872, 1489, 1489, 1709]",56
"[2872, 1489, 1489, 1709, 56]",1310
"[3700, 3135, 2798, 2294, 1602]",2064
"[3135, 2798, 2294, 1602, 2064]",1757
"[1107, 2885, 2885, 295, 301]",3066
"[46, 1582, 1582, 434, 219]",1910
"[1582, 1582, 434, 219, 1910]",57
"[1582, 434, 219, 1910, 57]",2015
"[434, 219, 1910, 57, 2015]",25
"[219, 1910, 57, 2015, 25]",1054
"[1910, 57, 2015, 25, 1054]",1889
"[57, 2015, 25, 1054, 1889]",1131
"[2015, 25, 1054, 1889, 1131]",2
"[25, 1054, 1889, 1131, 2]",1661
"[1054, 1889, 1131, 2, 1661]",1341
"[1889, 1131, 2, 1661, 1341]",2206
"[1131, 2, 1661, 1341, 2206]",56
"[2, 1661, 1341, 2206, 56]",1592
"[1661, 1341, 2206, 56, 1592]",2980
"[2831, 172, 3211, 2611, 3139]",764
"[91, 2864, 2784, 1131, 1131]",364
"[2864, 2784, 1131, 1131, 364]",364
"[2507, 9, 2638, 587, 587]",105
"[9, 2638, 587, 587, 105]",1528
"[2638, 587, 587, 105, 1528]",1218
"[587, 587, 105, 1528, 1218]",179
"[587, 105, 1528, 1218, 179]",2174
"[105, 1528, 1218, 179, 2174]",1524
"[3497, 1628, 54, 126, 1143]",15
"[1628, 54, 126, 1143, 15]",1125
"[54, 126, 1143, 15, 1125]",1886
"[126, 1143, 15, 1125, 1886]",1459
"[1143, 15, 1125, 1886, 1459]",3321
"[961, 1105, 21, 21, 21]",3970
"[1105, 21, 21, 21, 3970]",3943
"[707, 34, 3337, 30, 42]",448
"[172, 1887, 3166, 444, 3441]",3441
"[2587, 1302, 1302, 2980, 2980]",2980
"[2744, 2699, 621, 2784, 125]",1175
"[1295, 1004, 1054, 2215, 1273]",164
"[1004, 1054, 2215, 1273, 164]",327
"[1063, 3141, 2405, 593, 3372]",3541
"[743, 3479, 60, 1373, 1388]",990
"[3479, 60, 1373, 1388, 990]",3361
"[60, 1373, 1388, 990, 3361]",1882
"[1373, 1388, 990, 3361, 1882]",1247
"[1388, 990, 3361, 1882, 1247]",1547
"[990, 3361, 1882, 1247, 1547]",1548
"[3361, 1882, 1247, 1547, 1548]",1712
"[1882, 1247, 1547, 1548, 1712]",1162
"[1247, 1547, 1548, 1712, 1162]",2946
"[1547, 1548, 1712, 1162, 2946]",647
"[1548, 1712, 1162, 2946, 647]",1094
"[1712, 1162, 2946, 647, 1094]",1248
"[1162, 2946, 647, 1094, 1248]",2295
"[3135, 4055, 3063, 3773, 3602]",1765
"[2737, 3432, 3147, 1517, 2181]",2055
"[3432, 3147, 1517, 2181, 2055]",2053
"[3147, 1517, 2181, 2055, 2053]",1424
"[1517, 2181, 2055, 2053, 1424]",1618
"[2181, 2055, 2053, 1424, 1618]",1121
"[2055, 2053, 1424, 1618, 1121]",1486
"[2053, 1424, 1618, 1121, 1486]",1500
"[1424, 1618, 1121, 1486, 1500]",1512
"[1618, 1121, 1486, 1500, 1512]",611
"[1121, 1486, 1500, 1512, 611]",2615
"[1486, 1500, 1512, 611, 2615]",1580
"[1500, 1512, 611, 2615, 1580]",764
"[1512, 611, 2615, 1580, 764]",764
"[611, 2615, 1580, 764, 764]",3280
"[2615, 1580, 764, 764, 3280]",2850
"[1580, 764, 764, 3280, 2850]",2118
"[9, 47, 30, 105, 2752]",48
"[47, 30, 105, 2752, 48]",2
"[30, 105, 2752, 48, 2]",1342
"[105, 2752, 48, 2, 1342]",1108
"[2752, 48, 2, 1342, 1108]",1108
"[1660, 2885, 1416, 972, 2833]",2959
"[2885, 1416, 972, 2833, 2959]",201
"[1416, 972, 2833, 2959, 201]",1890
"[748, 2713, 1493, 32, 1131]",66
"[2713, 1493, 32, 1131, 66]",2238
"[92, 134, 9, 890, 3346]",237
"[134, 9, 890, 3346, 237]",135
"[9, 890, 3346, 237, 135]",1500
"[890, 3346, 237, 135, 1500]",575
"[3346, 237, 135, 1500, 575]",94
"[237, 135, 1500, 575, 94]",3305
"[135, 1500, 575, 94, 3305]",3207
"[1500, 575, 94, 3305, 3207]",2113
"[575, 94, 3305, 3207, 2113]",109
"[94, 3305, 3207, 2113, 109]",21
"[3305, 3207, 2113, 109, 21]",56
"[3207, 2113, 109, 21, 56]",3757
"[2113, 109, 21, 56, 3757]",3757
"[109, 21, 56, 3757, 3757]",3058
"[21, 56, 3757, 3757, 3058]",284
"[56, 3757, 3757, 3058, 284]",284
"[3757, 3757, 3058, 284, 284]",1592
"[3757, 3058, 284, 284, 1592]",1156
"[3058, 284, 284, 1592, 1156]",1108
"[284, 284, 1592, 1156, 1108]",2980
"[18, 2587, 1930, 3417, 2713]",1108
"[960, 970, 2009, 1054, 725]",284
"[970, 2009, 1054, 725, 284]",284
"[991, 3306, 1176, 748, 961]",610
"[3306, 1176, 748, 961, 610]",514
"[1176, 748, 961, 610, 514]",849
"[748, 961, 610, 514, 849]",849
"[961, 610, 514, 849, 849]",2699
"[610, 514, 849, 849, 2699]",1315
"[514, 849, 849, 2699, 1315]",1315
"[849, 849, 2699, 1315, 1315]",972
"[849, 2699, 1315, 1315, 972]",1864
"[2699, 1315, 1315, 972, 1864]",2784
"[1315, 1315, 972, 1864, 2784]",12
"[1315, 972, 1864, 2784, 12]",4
"[972, 1864, 2784, 12, 4]",79
"[1864, 2784, 12, 4, 79]",2413
"[2784, 12, 4, 79, 2413]",1131
"[12, 4, 79, 2413, 1131]",235
"[4, 79, 2413, 1131, 235]",3117
"[79, 2413, 1131, 235, 3117]",364
"[2413, 1131, 235, 3117, 364]",364
"[1131, 235, 3117, 364, 364]",284
"[235, 3117, 364, 364, 284]",284
"[2769, 610, 3791, 714, 1069]",2341
"[610, 3791, 714, 1069, 2341]",849
"[3791, 714, 1069, 2341, 849]",1376
"[714, 1069, 2341, 849, 1376]",1315
"[1069, 2341, 849, 1376, 1315]",1315
"[2341, 849, 1376, 1315, 1315]",2010
"[849, 1376, 1315, 1315, 2010]",4
"[1376, 1315, 1315, 2010, 4]",4
"[1315, 1315, 2010, 4, 4]",888
"[1315, 2010, 4, 4, 888]",888
"[2010, 4, 4, 888, 888]",935
"[4, 4, 888, 888, 935]",1478
"[4, 888, 888, 935, 1478]",364
"[888, 888, 935, 1478, 364]",1896
"[888, 935, 1478, 364, 1896]",3757
"[935, 1478, 364, 1896, 3757]",3757
"[961, 1089, 1050, 1789, 1789]",3564
"[1089, 1050, 1789, 1789, 3564]",3050
"[1050, 1789, 1789, 3564, 3050]",3050
"[1789, 1789, 3564, 3050, 3050]",3080
"[1789, 3564, 3050, 3050, 3080]",895
"[3564, 3050, 3050, 3080, 895]",1387
"[3050, 3050, 3080, 895, 1387]",1387
"[3050, 3080, 895, 1387, 1387]",1459
"[1573, 2283, 105, 510, 1500]",205
"[2283, 105, 510, 1500, 205]",738
"[105, 510, 1500, 205, 738]",1642
"[510, 1500, 205, 738, 1642]",1567
"[1500, 205, 738, 1642, 1567]",1508
"[1297, 4017, 3497, 1866, 2243]",1319
"[4017, 3497, 1866, 2243, 1319]",31
"[3497, 1866, 2243, 1319, 31]",366
"[1866, 2243, 1319, 31, 366]",1441
"[2243, 1319, 31, 366, 1441]",3305
"[1319, 31, 366, 1441, 3305]",3042
"[31, 366, 1441, 3305, 3042]",3002
"[366, 1441, 3305, 3042, 3002]",1394
"[1107, 1813, 1130, 1789, 151]",3446
"[1813, 1130, 1789, 151, 3446]",1125
"[1130, 1789, 151, 3446, 1125]",3757
"[1789, 151, 3446, 1125, 3757]",1410
"[92, 18, 1176, 1771, 2989]",255
"[18, 1176, 1771, 2989, 255]",105
"[1176, 1771, 2989, 255, 105]",20
"[1771, 2989, 255, 105, 20]",1604
"[1887, 1338, 12, 13, 3757]",3757
"[2807, 1329, 3682, 3461, 1464]",2873
"[2132, 3346, 2640, 1977, 392]",4
"[3346, 2640, 1977, 392, 4]",3168
"[2640, 1977, 392, 4, 3168]",2074
"[1977, 392, 4, 3168, 2074]",253
"[392, 4, 3168, 2074, 253]",1162
"[4, 3168, 2074, 253, 1162]",3491
"[3168, 2074, 253, 1162, 3491]",1594
"[2074, 253, 1162, 3491, 1594]",21
"[253, 1162, 3491, 1594, 21]",21
"[1162, 3491, 1594, 21, 21]",247
"[3491, 1594, 21, 21, 247]",179
"[1594, 21, 21, 247, 179]",1502
"[21, 21, 247, 179, 1502]",3167
"[21, 247, 179, 1502, 3167]",171
"[247, 179, 1502, 3167, 171]",1435
"[179, 1502, 3167, 171, 1435]",2792
"[1502, 3167, 171, 1435, 2792]",2792
"[46, 1139, 709, 1485, 976]",56
"[296, 3137, 2784, 1485, 1313]",334
"[1176, 10, 268, 40, 2989]",25
"[10, 268, 40, 2989, 25]",985
"[268, 40, 2989, 25, 985]",235
"[40, 2989, 25, 985, 235]",1460
"[2989, 25, 985, 235, 1460]",1094
"[25, 985, 235, 1460, 1094]",759
"[985, 235, 1460, 1094, 759]",2095
"[235, 1460, 1094, 759, 2095]",324
"[1460, 1094, 759, 2095, 324]",1012
"[25, 25, 1600, 54, 1129]",1592
"[25, 1600, 54, 1129, 1592]",1592
"[315, 1373, 2937, 1602, 1268]",324
"[1373, 2937, 1602, 1268, 324]",324
"[2937, 1602, 1268, 324, 324]",2930
"[1302, 1289, 1630, 2010, 2792]",2980
"[1295, 626, 636, 276, 1290]",1160
"[626, 636, 276, 1290, 1160]",689
"[636, 276, 1290, 1160, 689]",1117
"[276, 1290, 1160, 689, 1117]",967
"[1290, 1160, 689, 1117, 967]",588
"[1160, 689, 1117, 967, 588]",3
"[689, 1117, 967, 588, 3]",173
"[1117, 967, 588, 3, 173]",3659
"[967, 588, 3, 173, 3659]",906
"[588, 3, 173, 3659, 906]",3314
"[3, 173, 3659, 906, 3314]",198
"[173, 3659, 906, 3314, 198]",305
"[3659, 906, 3314, 198, 305]",1423
"[906, 3314, 198, 305, 1423]",1365
"[3314, 198, 305, 1423, 1365]",129
"[198, 305, 1423, 1365, 129]",523
"[305, 1423, 1365, 129, 523]",801
"[1423, 1365, 129, 523, 801]",95
"[1365, 129, 523, 801, 95]",14
"[129, 523, 801, 95, 14]",169
"[523, 801, 95, 14, 169]",2070
"[801, 95, 14, 169, 2070]",383
"[95, 14, 169, 2070, 383]",1024
"[892, 2713, 2784, 7, 1796]",1796
"[1176, 1418, 1361, 41, 709]",1807
"[1418, 1361, 41, 709, 1807]",2918
"[1361, 41, 709, 1807, 2918]",1630
"[41, 709, 1807, 2918, 1630]",1425
"[709, 1807, 2918, 1630, 1425]",3454
"[239, 1160, 961, 1526, 1526]",1117
"[1160, 961, 1526, 1526, 1117]",1074
"[961, 1526, 1526, 1117, 1074]",985
"[1526, 1526, 1117, 1074, 985]",602
"[1526, 1117, 1074, 985, 602]",622
"[1117, 1074, 985, 602, 622]",1162
"[1074, 985, 602, 622, 1162]",1531
"[985, 602, 622, 1162, 1531]",1125
"[262, 1545, 4, 1131, 251]",56
"[1582, 1376, 985, 2773, 1012]",1012
"[46, 707, 1297, 1297, 1874]",1063
"[707, 1297, 1297, 1874, 1063]",1063
"[1297, 1297, 1874, 1063, 1063]",1330
"[1297, 1874, 1063, 1063, 1330]",104
"[1874, 1063, 1063, 1330, 104]",636
"[1063, 1063, 1330, 104, 636]",72
"[1063, 1330, 104, 636, 72]",882
"[1330, 104, 636, 72, 882]",1018
"[104, 636, 72, 882, 1018]",3135
"[636, 72, 882, 1018, 3135]",2891
"[72, 882, 1018, 3135, 2891]",1160
"[882, 1018, 3135, 2891, 1160]",131
"[1018, 3135, 2891, 1160, 131]",3294
"[3135, 2891, 1160, 131, 3294]",1302
"[2891, 1160, 131, 3294, 1302]",1361
"[1160, 131, 3294, 1302, 1361]",36
"[131, 3294, 1302, 1361, 36]",967
"[3294, 1302, 1361, 36, 967]",116
"[1302, 1361, 36, 967, 116]",473
"[1361, 36, 967, 116, 473]",3361
"[36, 967, 116, 473, 3361]",3361
"[967, 116, 473, 3361, 3361]",592
"[116, 473, 3361, 3361, 592]",632
"[473, 3361, 3361, 592, 632]",625
"[3361, 3361, 592, 632, 625]",1977
"[3361, 592, 632, 625, 1977]",273
"[592, 632, 625, 1977, 273]",549
"[632, 625, 1977, 273, 549]",1618
"[625, 1977, 273, 549, 1618]",1854
"[1977, 273, 549, 1618, 1854]",63
"[273, 549, 1618, 1854, 63]",3551
"[549, 1618, 1854, 63, 3551]",163
"[1618, 1854, 63, 3551, 163]",2454
"[1854, 63, 3551, 163, 2454]",1407
"[63, 3551, 163, 2454, 1407]",443
"[3551, 163, 2454, 1407, 443]",601
"[163, 2454, 1407, 443, 601]",2184
"[2454, 1407, 443, 601, 2184]",29
"[1407, 443, 601, 2184, 29]",3066
"[443, 601, 2184, 29, 3066]",2131
"[601, 2184, 29, 3066, 2131]",2471
"[2184, 29, 3066, 2131, 2471]",198
"[29, 3066, 2131, 2471, 198]",582
"[3066, 2131, 2471, 198, 582]",1397
"[2131, 2471, 198, 582, 1397]",533
"[2471, 198, 582, 1397, 533]",1797
"[198, 582, 1397, 533, 1797]",1620
"[582, 1397, 533, 1797, 1620]",3025
"[1397, 533, 1797, 1620, 3025]",4069
"[533, 1797, 1620, 3025, 4069]",1344
"[1797, 1620, 3025, 4069, 1344]",2213
"[1620, 3025, 4069, 1344, 2213]",174
"[3025, 4069, 1344, 2213, 174]",593
"[4069, 1344, 2213, 174, 593]",2266
"[1344, 2213, 174, 593, 2266]",778
"[2213, 174, 593, 2266, 778]",859
"[174, 593, 2266, 778, 859]",2025
"[593, 2266, 778, 859, 2025]",1282
"[2266, 778, 859, 2025, 1282]",1430
"[778, 859, 2025, 1282, 1430]",1003
"[859, 2025, 1282, 1430, 1003]",1492
"[2025, 1282, 1430, 1003, 1492]",2967
"[1282, 1430, 1003, 1492, 2967]",620
"[1430, 1003, 1492, 2967, 620]",1839
"[1003, 1492, 2967, 620, 1839]",585
"[1492, 2967, 620, 1839, 585]",489
"[2967, 620, 1839, 585, 489]",647
"[620, 1839, 585, 489, 647]",952
"[1839, 585, 489, 647, 952]",49
"[585, 489, 647, 952, 49]",1768
"[489, 647, 952, 49, 1768]",381
"[647, 952, 49, 1768, 381]",1253
"[952, 49, 1768, 381, 1253]",448
"[49, 1768, 381, 1253, 448]",1248
"[1768, 381, 1253, 448, 1248]",1443
"[381, 1253, 448, 1248, 1443]",1594
"[1253, 448, 1248, 1443, 1594]",2095
"[448, 1248, 1443, 1594, 2095]",177
"[1248, 1443, 1594, 2095, 177]",1158
"[1443, 1594, 2095, 177, 1158]",3370
"[1594, 2095, 177, 1158, 3370]",1007
"[2095, 177, 1158, 3370, 1007]",284
"[177, 1158, 3370, 1007, 284]",3321
"[1158, 3370, 1007, 284, 3321]",2265
"[3370, 1007, 284, 3321, 2265]",1310
"[3432, 2467, 1573, 3227, 1066]",1949
"[2467, 1573, 3227, 1066, 1949]",83
"[1573, 3227, 1066, 1949, 83]",1466
"[3227, 1066, 1949, 83, 1466]",1547
"[1066, 1949, 83, 1466, 1547]",1465
"[1949, 83, 1466, 1547, 1465]",2312
"[83, 1466, 1547, 1465, 2312]",2237
"[1466, 1547, 1465, 2312, 2237]",2010
"[1547, 1465, 2312, 2237, 2010]",2080
"[1465, 2312, 2237, 2010, 2080]",888
"[2312, 2237, 2010, 2080, 888]",792
"[2237, 2010, 2080, 888, 792]",792
"[2010, 2080, 888, 792, 792]",1936
"[2080, 888, 792, 792, 1936]",3877
"[888, 792, 792, 1936, 3877]",107
"[792, 792, 1936, 3877, 107]",1366
"[792, 1936, 3877, 107, 1366]",2118
"[69, 598, 1730, 2885, 610]",219
"[598, 1730, 2885, 610, 219]",190
"[1730, 2885, 610, 219, 190]",47
"[2885, 610, 219, 190, 47]",41
"[610, 219, 190, 47, 41]",2989
"[219, 190, 47, 41, 2989]",65
"[190, 47, 41, 2989, 65]",74
"[47, 41, 2989, 65, 74]",2784
"[41, 2989, 65, 74, 2784]",4
"[2989, 65, 74, 2784, 4]",1523
"[65, 74, 2784, 4, 1523]",1131
"[74, 2784, 4, 1523, 1131]",66
"[2784, 4, 1523, 1131, 66]",113
"[4, 1523, 1131, 66, 113]",284
"[1523, 1131, 66, 113, 284]",1592
"[1458, 1458, 1377, 1618, 2496]",2496
"[1458, 1377, 1618, 2496, 2496]",1410
"[2752, 2752, 3080, 194, 1876]",228
"[1887, 1127, 985, 985, 4074]",1630
"[1127, 985, 985, 4074, 1630]",792
"[985, 985, 4074, 1630, 792]",2021
"[985, 4074, 1630, 792, 2021]",1459
"[4074, 1630, 792, 2021, 1459]",2930
"[1630, 792, 2021, 1459, 2930]",1310
"[134, 161, 2042, 122, 424]",1361
"[161, 2042, 122, 424, 1361]",1247
"[2042, 122, 424, 1361, 1247]",78
"[122, 424, 1361, 1247, 78]",141
"[424, 1361, 1247, 78, 141]",792
"[1361, 1247, 78, 141, 792]",792
"[1247, 78, 141, 792, 792]",212
"[78, 141, 792, 792, 212]",275
"[141, 792, 792, 212, 275]",1120
"[1176, 1771, 1247, 587, 587]",13
"[1484, 2877, 1805, 2644, 2705]",4058
"[502, 502, 153, 594, 509]",4
"[502, 153, 594, 509, 4]",205
"[153, 594, 509, 4, 205]",2235
"[594, 509, 4, 205, 2235]",2980
"[1190, 295, 1759, 1131, 48]",1394
"[46, 1431, 709, 967, 1629]",854
"[1431, 709, 967, 1629, 854]",13
"[709, 967, 1629, 854, 13]",1268
"[967, 1629, 854, 13, 1268]",15
"[2500, 46, 203, 203, 1582]",748
"[46, 203, 203, 1582, 748]",295
"[203, 203, 1582, 748, 295]",57
"[203, 1582, 748, 295, 57]",25
"[1582, 748, 295, 57, 25]",587
"[748, 295, 57, 25, 587]",1459
"[1330, 172, 1911, 3346, 1771]",1127
"[172, 1911, 3346, 1771, 1127]",4
"[1911, 3346, 1771, 1127, 4]",1876
"[3346, 1771, 1127, 4, 1876]",205
"[1771, 1127, 4, 1876, 205]",935
"[1127, 4, 1876, 205, 935]",3757
"[4, 1876, 205, 935, 3757]",3757
"[1876, 205, 935, 3757, 3757]",3757
"[205, 935, 3757, 3757, 3757]",1108
"[1139, 999, 748, 849, 1315]",1315
"[999, 748, 849, 1315, 1315]",1152
"[748, 849, 1315, 1315, 1152]",790
"[849, 1315, 1315, 1152, 790]",1695
"[1315, 1315, 1152, 790, 1695]",593
"[1315, 1152, 790, 1695, 593]",1162
"[1152, 790, 1695, 593, 1162]",56
"[790, 1695, 593, 1162, 56]",934
"[1695, 593, 1162, 56, 934]",1024
"[1377, 2784, 3927, 3203, 1621]",21
"[2507, 2189, 3603, 402, 1394]",3505
"[142, 142, 142, 1180, 2512]",447
"[142, 142, 1180, 2512, 447]",1765
"[1160, 1347, 790, 790, 2809]",12
"[1347, 790, 790, 2809, 12]",279
"[790, 790, 2809, 12, 279]",1012
"[1302, 1322, 1299, 1683, 3406]",684
"[46, 1046, 1618, 2930, 1592]",1592
"[1107, 636, 1160, 709, 1704]",1039
"[636, 1160, 709, 1704, 1039]",27
"[2069, 2126, 1500, 1162, 184]",1594
"[2126, 1500, 1162, 184, 1594]",33
"[1500, 1162, 184, 1594, 33]",33
"[1400, 1117, 3767, 2678, 1568]",1253
"[2587, 1302, 1094, 1459, 1310]",1310
"[434, 610, 1526, 1164, 1162]",308
"[2539, 2892, 656, 308, 3048]",3145
"[485, 3700, 1785, 1046, 277]",2138
"[3700, 1785, 1046, 277, 2138]",130
"[1785, 1046, 277, 2138, 130]",4
"[1046, 277, 2138, 130, 4]",2450
"[277, 2138, 130, 4, 2450]",1072
"[2138, 130, 4, 2450, 1072]",2070
"[130, 4, 2450, 1072, 2070]",334
"[4, 2450, 1072, 2070, 334]",3912
"[2450, 1072, 2070, 334, 3912]",713
"[1677, 1160, 1089, 3346, 1292]",3729
"[1160, 1089, 3346, 1292, 3729]",709
"[1089, 3346, 1292, 3729, 709]",1046
"[3346, 1292, 3729, 709, 1046]",2173
"[1292, 3729, 709, 1046, 2173]",1388
"[3729, 709, 1046, 2173, 1388]",1507
"[709, 1046, 2173, 1388, 1507]",1322
"[1046, 2173, 1388, 1507, 1322]",3361
"[2173, 1388, 1507, 1322, 3361]",1629
"[1388, 1507, 1322, 3361, 1629]",1424
"[1507, 1322, 3361, 1629, 1424]",1164
"[1322, 3361, 1629, 1424, 1164]",1429
"[3361, 1629, 1424, 1164, 1429]",1014
"[1629, 1424, 1164, 1429, 1014]",245
"[1424, 1164, 1429, 1014, 245]",551
"[1164, 1429, 1014, 245, 551]",1801
"[1429, 1014, 245, 551, 1801]",198
"[1014, 245, 551, 1801, 198]",622
"[245, 551, 1801, 198, 622]",3305
"[551, 1801, 198, 622, 3305]",1278
"[1801, 198, 622, 3305, 1278]",792
"[198, 622, 3305, 1278, 792]",1003
"[622, 3305, 1278, 792, 1003]",1275
"[3305, 1278, 792, 1003, 1275]",1094
"[1278, 792, 1003, 1275, 1094]",15
"[792, 1003, 1275, 1094, 15]",15
"[1003, 1275, 1094, 15, 15]",1478
"[1275, 1094, 15, 15, 1478]",3446
"[1094, 15, 15, 1478, 3446]",1459
"[15, 15, 1478, 3446, 1459]",2972
"[15, 1478, 3446, 1459, 2972]",1108
"[1478, 3446, 1459, 2972, 1108]",1108
"[2537, 2319, 1916, 402, 3106]",1826
"[2500, 2500, 248, 2042, 1069]",1560
"[2500, 248, 2042, 1069, 1560]",1717
"[248, 2042, 1069, 1560, 1717]",2784
"[2042, 1069, 1560, 1717, 2784]",509
"[1069, 1560, 1717, 2784, 509]",218
"[1560, 1717, 2784, 509, 218]",142
"[1717, 2784, 509, 218, 142]",142
"[2784, 509, 218, 142, 142]",54
"[509, 218, 142, 142, 54]",2074
"[218, 142, 142, 54, 2074]",1341
"[142, 142, 54, 2074, 1341]",252
"[142, 54, 2074, 1341, 252]",1659
"[54, 2074, 1341, 252, 1659]",822
"[2074, 1341, 252, 1659, 822]",412
"[1341, 252, 1659, 822, 412]",1108
"[1164, 516, 1237, 1237, 2010]",2010
"[4088, 1642, 450, 2235, 1108]",1108
"[3306, 1526, 3521, 2568, 1240]",1620
"[1526, 3521, 2568, 1240, 1620]",3859
"[3521, 2568, 1240, 1620, 3859]",2187
"[2568, 1240, 1620, 3859, 2187]",212
"[1240, 1620, 3859, 2187, 212]",1768
"[1620, 3859, 2187, 212, 1768]",2980
"[1014, 142, 142, 19, 2773]",56
"[3990, 3497, 3497, 3497, 835]",2946
"[3497, 3497, 3497, 835, 2946]",1143
"[3497, 3497, 835, 2946, 1143]",3757
"[3497, 835, 2946, 1143, 3757]",3757
"[230, 103, 510, 84, 49]",21
"[2120, 2385, 748, 2386, 1618]",3865
